statement,url,text,source,category,label,dataset_name,update_date,source_type
"Income Tax for IndividualsGaming taxExcise DutySingle Customs Territory (SCT)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Income Tax for IndividualsGaming taxExcise DutySingle Customs Territory (SCT)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksTrading across bordersPublic Officials Import Duty and Excise Duty RemissionExport ProceduresIncome Tax for IndividualsInterest, Penalties & OffencesClient Service CharterObjections & AppealsMotor Vehicle RegistrationCapital Gains taxAuthorized Economic Operators (AEOs)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksTrading across bordersPublic Officials Import Duty and Excise Duty RemissionExport ProceduresIncome Tax for IndividualsInterest, Penalties & OffencesClient Service CharterObjections & AppealsMotor Vehicle RegistrationCapital Gains taxAuthorized Economic Operators (AEOs)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessDigital Service TaxCorporate PlanCorporation TaxExcise DutyMotor Vehicle RegistrationSkills Development Levy (SDL)Withholding taxTrading across bordersInterest, Penalties & OffencesRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessDigital Service TaxCorporate PlanCorporation TaxExcise DutyMotor Vehicle RegistrationSkills Development Levy (SDL)Withholding taxTrading across bordersInterest, Penalties & OffencesRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessPublic Officials Import Duty and Excise Duty RemissionCorporation TaxReturning ResidentCharitable OrganizationPre – Arrival DeclarationCustoms LicensesCorporate PlanImport ProceduresImport duty for some Items During the Importation (List of Eight (8) Items)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessPublic Officials Import Duty and Excise Duty RemissionCorporation TaxReturning ResidentCharitable OrganizationPre – Arrival DeclarationCustoms LicensesCorporate PlanImport ProceduresImport duty for some Items During the Importation (List of Eight (8) Items)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksGaming taxE-Fiscal Devices (EFD)About TRAImport duty for some Items During the Importation (List of Eight (8) Items)Starting BusinessValue Added Tax (VAT)Stamp DutyApproved Tax ConsultantsEFD/VFD SuppliersPublic Officials Import Duty and Excise Duty RemissionRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/all,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksGaming taxE-Fiscal Devices (EFD)About TRAImport duty for some Items During the Importation (List of Eight (8) Items)Starting BusinessValue Added Tax (VAT)Stamp DutyApproved Tax ConsultantsEFD/VFD SuppliersPublic Officials Import Duty and Excise Duty RemissionRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStamp DutyPaying Taxes",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStamp DutyPaying Taxes",Tanzania Revenue Authority (TRA),revenue,verified,,,
"About TRAElectronic Tax Stamp (ETS)EFD/VFD SuppliersIncome Tax for IndividualsObjections & AppealsWithholding taxExport Processing Zone (EPZ)Export ProceduresRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: About TRAElectronic Tax Stamp (ETS)EFD/VFD SuppliersIncome Tax for IndividualsObjections & AppealsWithholding taxExport Processing Zone (EPZ)Export ProceduresRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksImport duty for some Items During the Importation (List of Eight (8) Items)Export ProceduresCustoms LicensesPre – Arrival DeclarationOne Stop Border Post (OSBP)Motor Vehicle RegistrationCorporation TaxTrading across bordersCapital Gains taxSingle Customs Territory (SCT)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksImport duty for some Items During the Importation (List of Eight (8) Items)Export ProceduresCustoms LicensesPre – Arrival DeclarationOne Stop Border Post (OSBP)Motor Vehicle RegistrationCorporation TaxTrading across bordersCapital Gains taxSingle Customs Territory (SCT)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksElectronic Tax Stamp (ETS)Customs LicensesTemporary ImportationEFD/VFD SuppliersValue Added Tax (VAT) DefermentStarting BusinessMotor Vehicle RegistrationClient Service CharterE-Fiscal Devices (EFD)Interest, Penalties & OffencesRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksElectronic Tax Stamp (ETS)Customs LicensesTemporary ImportationEFD/VFD SuppliersValue Added Tax (VAT) DefermentStarting BusinessMotor Vehicle RegistrationClient Service CharterE-Fiscal Devices (EFD)Interest, Penalties & OffencesRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksWithholding taxPaying Taxes",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksWithholding taxPaying Taxes",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Temporary ImportationImport duty for some Items During the Importation (List of Eight (8) Items)Electronic Tax Stamp (ETS)Motor Vehicle RegistrationDigital Service TaxClient Service CharterEFD/VFD SuppliersOne Stop Border Post (OSBP)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Temporary ImportationImport duty for some Items During the Importation (List of Eight (8) Items)Electronic Tax Stamp (ETS)Motor Vehicle RegistrationDigital Service TaxClient Service CharterEFD/VFD SuppliersOne Stop Border Post (OSBP)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,,,
Tanzania population is approximately 61 million people according to 2022 census,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania population is approximately 61 million people according to 2022 census,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has a population growth rate of about 2.7% per year,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania has a population growth rate of about 2.7% per year,National Bureau of Statistics (NBS),official_statistics,verified,,,
Life expectancy in Tanzania is approximately 67 years,https://hmisportal.moh.go.tz,Verified health information: Life expectancy in Tanzania is approximately 67 years,Ministry of Health Tanzania,health,verified,,,
Tanzania has 26 regions and 184 districts,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania has 26 regions and 184 districts,National Bureau of Statistics (NBS),official_statistics,verified,,,
Dar es Salaam is the largest city with over 7 million inhabitants,https://www.nbs.go.tz,Verified statistical information from NBS: Dar es Salaam is the largest city with over 7 million inhabitants,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania GDP was approximately USD 70 billion in 2023,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania GDP was approximately USD 70 billion in 2023,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania GDP growth rate for 2023 was around 5.0%,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania GDP growth rate for 2023 was around 5.0%,National Bureau of Statistics (NBS),official_statistics,verified,,,
"Tanzania GDP per capita is approximately USD 1,100",https://www.nbs.go.tz,"Verified statistical information from NBS: Tanzania GDP per capita is approximately USD 1,100",National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania inflation rate is approximately 3-4% annually,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania inflation rate is approximately 3-4% annually,National Bureau of Statistics (NBS),official_statistics,verified,,,
"Tanzania's main exports include gold, coffee, and cashews",https://www.nbs.go.tz,"Verified statistical information from NBS: Tanzania's main exports include gold, coffee, and cashews",National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania unemployment rate is approximately 2.6%,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania unemployment rate is approximately 2.6%,National Bureau of Statistics (NBS),official_statistics,verified,,,
Agriculture employs about 60% of Tanzania's workforce,https://www.nbs.go.tz,Verified statistical information from NBS: Agriculture employs about 60% of Tanzania's workforce,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has a labor force of approximately 30 million people,https://tanzania.hurumap.org,Verified demographic information: Tanzania has a labor force of approximately 30 million people,HURUmap Tanzania,demographics,verified,,,
Tanzania adult literacy rate is approximately 78%,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania adult literacy rate is approximately 78%,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has over 18 million primary school students,https://esmis.moe.go.tz,Verified education information: Tanzania has over 18 million primary school students,Ministry of Education Tanzania,education,verified,,,
"Tanzania has more than 40,000 primary schools",https://esmis.moe.go.tz,"Verified education information: Tanzania has more than 40,000 primary schools",Ministry of Education Tanzania,education,verified,,,
"Tanzania has over 7,000 health facilities nationwide",https://hmisportal.moh.go.tz,"Verified health information: Tanzania has over 7,000 health facilities nationwide",Ministry of Health Tanzania,health,verified,,,
"Tanzania's under-five mortality rate is 49 per 1,000 live births",https://hmisportal.moh.go.tz,"Verified health information: Tanzania's under-five mortality rate is 49 per 1,000 live births",Ministry of Health Tanzania,health,verified,,,
"Tanzania's maternal mortality rate is 524 per 100,000 live births",https://hmisportal.moh.go.tz,"Verified health information: Tanzania's maternal mortality rate is 524 per 100,000 live births",Ministry of Health Tanzania,health,verified,,,
"Tanzania has approximately 87,000 km of roads",https://www.nbs.go.tz,"Verified statistical information from NBS: Tanzania has approximately 87,000 km of roads",National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has 16 international airports,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania has 16 international airports,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania's main port is Dar es Salaam Port,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania's main port is Dar es Salaam Port,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has an electrification rate of about 40%,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania has an electrification rate of about 40%,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania's main source of electricity is hydropower,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania's main source of electricity is hydropower,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has over 30 million mobile phone subscriptions,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania has over 30 million mobile phone subscriptions,National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has approximately 1.2 million internet users,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania has approximately 1.2 million internet users,National Bureau of Statistics (NBS),official_statistics,verified,,,
"Tanzania covers an area of 947,303 square kilometers",https://www.nbs.go.tz,"Verified statistical information from NBS: Tanzania covers an area of 947,303 square kilometers",National Bureau of Statistics (NBS),official_statistics,verified,,,
Tanzania has 20 national parks including Serengeti and Ngorongoro,https://www.nbs.go.tz,Verified statistical information from NBS: Tanzania has 20 national parks including Serengeti and Ngorongoro,National Bureau of Statistics (NBS),official_statistics,verified,,,
"Mount Kilimanjaro is the highest mountain in Tanzania at 5,895 meters",https://www.nbs.go.tz,"Verified statistical information from NBS: Mount Kilimanjaro is the highest mountain in Tanzania at 5,895 meters",National Bureau of Statistics (NBS),official_statistics,verified,,,
Malaria is the leading cause of morbidity in Tanzania affecting millions annually,https://hmisportal.moh.go.tz,Verified health information: Malaria is the leading cause of morbidity in Tanzania affecting millions annually,Ministry of Health Tanzania,health,verified,,,
Tanzania has made significant progress in reducing malaria mortality rates,https://hmisportal.moh.go.tz,Verified health information: Tanzania has made significant progress in reducing malaria mortality rates,Ministry of Health Tanzania,health,verified,,,
HIV prevalence in Tanzania is approximately 4.7% among adults,https://hmisportal.moh.go.tz,Verified health information: HIV prevalence in Tanzania is approximately 4.7% among adults,Ministry of Health Tanzania,health,verified,,,
Tuberculosis case detection rate in Tanzania is over 80%,https://hmisportal.moh.go.tz,Verified health information: Tuberculosis case detection rate in Tanzania is over 80%,Ministry of Health Tanzania,health,verified,,,
Tanzania has eliminated trachoma as a public health problem,https://hmisportal.moh.go.tz,Verified health information: Tanzania has eliminated trachoma as a public health problem,Ministry of Health Tanzania,health,verified,,,
"Tanzania has 1 hospital per 100,000 population",https://hmisportal.moh.go.tz,"Verified health information: Tanzania has 1 hospital per 100,000 population",Ministry of Health Tanzania,health,verified,,,
"Tanzania has approximately 30,000 health workers",https://hmisportal.moh.go.tz,"Verified health information: Tanzania has approximately 30,000 health workers",Ministry of Health Tanzania,health,verified,,,
"Tanzania has 1 doctor per 10,000 population",https://hmisportal.moh.go.tz,"Verified health information: Tanzania has 1 doctor per 10,000 population",Ministry of Health Tanzania,health,verified,,,
"Tanzania has 7 nurses per 10,000 population",https://hmisportal.moh.go.tz,"Verified health information: Tanzania has 7 nurses per 10,000 population",Ministry of Health Tanzania,health,verified,,,
"Tanzania's neonatal mortality rate is 21 per 1,000 live births",https://hmisportal.moh.go.tz,"Verified health information: Tanzania's neonatal mortality rate is 21 per 1,000 live births",Ministry of Health Tanzania,health,verified,,,
"Tanzania's infant mortality rate is 39 per 1,000 live births",https://hmisportal.moh.go.tz,"Verified health information: Tanzania's infant mortality rate is 39 per 1,000 live births",Ministry of Health Tanzania,health,verified,,,
Over 90% of Tanzanian women receive antenatal care,https://hmisportal.moh.go.tz,Verified health information: Over 90% of Tanzanian women receive antenatal care,Ministry of Health Tanzania,health,verified,,,
Tanzania's DTP3 immunization coverage is over 90%,https://hmisportal.moh.go.tz,Verified health information: Tanzania's DTP3 immunization coverage is over 90%,Ministry of Health Tanzania,health,verified,,,
Tanzania's measles vaccination coverage exceeds 95%,https://hmisportal.moh.go.tz,Verified health information: Tanzania's measles vaccination coverage exceeds 95%,Ministry of Health Tanzania,health,verified,,,
COVID-19 vaccination coverage in Tanzania exceeds 50%,https://hmisportal.moh.go.tz,Verified health information: COVID-19 vaccination coverage in Tanzania exceeds 50%,Ministry of Health Tanzania,health,verified,,,
Tanzania achieved polio-free status in 1996,https://hmisportal.moh.go.tz,Verified health information: Tanzania achieved polio-free status in 1996,Ministry of Health Tanzania,health,verified,,,
Stunting affects 34% of children under 5 in Tanzania,https://hmisportal.moh.go.tz,Verified health information: Stunting affects 34% of children under 5 in Tanzania,Ministry of Health Tanzania,health,verified,,,
Wasting affects 4.7% of children under 5 in Tanzania,https://hmisportal.moh.go.tz,Verified health information: Wasting affects 4.7% of children under 5 in Tanzania,Ministry of Health Tanzania,health,verified,,,
Diabetes prevalence in Tanzania is approximately 5%,https://hmisportal.moh.go.tz,Verified health information: Diabetes prevalence in Tanzania is approximately 5%,Ministry of Health Tanzania,health,verified,,,
Hypertension affects about 25% of Tanzanian adults,https://hmisportal.moh.go.tz,Verified health information: Hypertension affects about 25% of Tanzanian adults,Ministry of Health Tanzania,health,verified,,,
Tanzania's health expenditure is about 6% of GDP,https://hmisportal.moh.go.tz,Verified health information: Tanzania's health expenditure is about 6% of GDP,Ministry of Health Tanzania,health,verified,,,
Out-of-pocket health expenditure in Tanzania is 30%,https://hmisportal.moh.go.tz,Verified health information: Out-of-pocket health expenditure in Tanzania is 30%,Ministry of Health Tanzania,health,verified,,,
Tanzania has a universal health coverage policy,https://hmisportal.moh.go.tz,Verified health information: Tanzania has a universal health coverage policy,Ministry of Health Tanzania,health,verified,,,
Tanzania's pharmaceutical sector supplies 70% of essential medicines,https://hmisportal.moh.go.tz,Verified health information: Tanzania's pharmaceutical sector supplies 70% of essential medicines,Ministry of Health Tanzania,health,verified,,,
Tanzania has a national disaster management framework,https://hmisportal.moh.go.tz,Verified health information: Tanzania has a national disaster management framework,Ministry of Health Tanzania,health,verified,,,
"Tanzania's emergency medical services respond to over 100,000 cases annually",https://hmisportal.moh.go.tz,"Verified health information: Tanzania's emergency medical services respond to over 100,000 cases annually",Ministry of Health Tanzania,health,verified,,,
Tanzania has cholera outbreak response teams in all regions,https://hmisportal.moh.go.tz,Verified health information: Tanzania has cholera outbreak response teams in all regions,Ministry of Health Tanzania,health,verified,,,
Tanzania recognizes traditional medicine practitioners,https://hmisportal.moh.go.tz,Verified health information: Tanzania recognizes traditional medicine practitioners,Ministry of Health Tanzania,health,verified,,,
Over 70% of Tanzanians use traditional medicine,https://hmisportal.moh.go.tz,Verified health information: Over 70% of Tanzanians use traditional medicine,Ministry of Health Tanzania,health,verified,,,
Tanzania has a traditional medicine research institute,https://hmisportal.moh.go.tz,Verified health information: Tanzania has a traditional medicine research institute,Ministry of Health Tanzania,health,verified,,,
Tanzania has approximately 2.5 million secondary school students,https://esmis.moe.go.tz,Verified education information: Tanzania has approximately 2.5 million secondary school students,Ministry of Education Tanzania,education,verified,,,
"Tanzania has over 200,000 university students",https://esmis.moe.go.tz,"Verified education information: Tanzania has over 200,000 university students",Ministry of Education Tanzania,education,verified,,,
Tanzania has approximately 1.2 million pre-primary school children,https://esmis.moe.go.tz,Verified education information: Tanzania has approximately 1.2 million pre-primary school children,Ministry of Education Tanzania,education,verified,,,
Adult literacy rate in Tanzania is approximately 78%,https://esmis.moe.go.tz,Verified education information: Adult literacy rate in Tanzania is approximately 78%,Ministry of Education Tanzania,education,verified,,,
Youth literacy rate in Tanzania exceeds 85%,https://esmis.moe.go.tz,Verified education information: Youth literacy rate in Tanzania exceeds 85%,Ministry of Education Tanzania,education,verified,,,
Tanzania has achieved universal primary education,https://esmis.moe.go.tz,Verified education information: Tanzania has achieved universal primary education,Ministry of Education Tanzania,education,verified,,,
Tanzania's primary school completion rate is over 90%,https://esmis.moe.go.tz,Verified education information: Tanzania's primary school completion rate is over 90%,Ministry of Education Tanzania,education,verified,,,
"Tanzania has over 5,000 secondary schools",https://esmis.moe.go.tz,"Verified education information: Tanzania has over 5,000 secondary schools",Ministry of Education Tanzania,education,verified,,,
Tanzania has 15 public universities,https://esmis.moe.go.tz,Verified education information: Tanzania has 15 public universities,Ministry of Education Tanzania,education,verified,,,
Tanzania has over 30 private universities,https://esmis.moe.go.tz,Verified education information: Tanzania has over 30 private universities,Ministry of Education Tanzania,education,verified,,,
"Tanzania has approximately 350,000 primary school teachers",https://esmis.moe.go.tz,"Verified education information: Tanzania has approximately 350,000 primary school teachers",Ministry of Education Tanzania,education,verified,,,
"Tanzania has about 150,000 secondary school teachers",https://esmis.moe.go.tz,"Verified education information: Tanzania has about 150,000 secondary school teachers",Ministry of Education Tanzania,education,verified,,,
"Tanzania has over 10,000 university lecturers",https://esmis.moe.go.tz,"Verified education information: Tanzania has over 10,000 university lecturers",Ministry of Education Tanzania,education,verified,,,
Teacher-student ratio in primary schools is 1:45,https://esmis.moe.go.tz,Verified education information: Teacher-student ratio in primary schools is 1:45,Ministry of Education Tanzania,education,verified,,,
Tanzania has achieved gender parity in primary education,https://esmis.moe.go.tz,Verified education information: Tanzania has achieved gender parity in primary education,Ministry of Education Tanzania,education,verified,,,
Girls represent 49% of secondary school enrollment,https://esmis.moe.go.tz,Verified education information: Girls represent 49% of secondary school enrollment,Ministry of Education Tanzania,education,verified,,,
"Tanzania has over 1,000 girls' secondary schools",https://esmis.moe.go.tz,"Verified education information: Tanzania has over 1,000 girls' secondary schools",Ministry of Education Tanzania,education,verified,,,
Tanzania's primary school dropout rate is below 5%,https://esmis.moe.go.tz,Verified education information: Tanzania's primary school dropout rate is below 5%,Ministry of Education Tanzania,education,verified,,,
Tanzania's secondary school transition rate is 55%,https://esmis.moe.go.tz,Verified education information: Tanzania's secondary school transition rate is 55%,Ministry of Education Tanzania,education,verified,,,
Tanzania's primary school teacher qualification rate is 85%,https://esmis.moe.go.tz,Verified education information: Tanzania's primary school teacher qualification rate is 85%,Ministry of Education Tanzania,education,verified,,,
Tanzania implements a competency-based curriculum,https://esmis.moe.go.tz,Verified education information: Tanzania implements a competency-based curriculum,Ministry of Education Tanzania,education,verified,,,
Tanzania conducts national examinations for primary and secondary levels,https://esmis.moe.go.tz,Verified education information: Tanzania conducts national examinations for primary and secondary levels,Ministry of Education Tanzania,education,verified,,,
Tanzania's primary school examination pass rate exceeds 90%,https://esmis.moe.go.tz,Verified education information: Tanzania's primary school examination pass rate exceeds 90%,Ministry of Education Tanzania,education,verified,,,
Tanzania's secondary school examination pass rate is over 80%,https://esmis.moe.go.tz,Verified education information: Tanzania's secondary school examination pass rate is over 80%,Ministry of Education Tanzania,education,verified,,,
Tanzania has 8 constituent colleges under University of Dar es Salaam,https://esmis.moe.go.tz,Verified education information: Tanzania has 8 constituent colleges under University of Dar es Salaam,Ministry of Education Tanzania,education,verified,,,
"Tanzania has specialized universities for agriculture, health, and technology",https://esmis.moe.go.tz,"Verified education information: Tanzania has specialized universities for agriculture, health, and technology",Ministry of Education Tanzania,education,verified,,,
"Tanzania produces over 30,000 graduates annually",https://esmis.moe.go.tz,"Verified education information: Tanzania produces over 30,000 graduates annually",Ministry of Education Tanzania,education,verified,,,
"Tanzania has postgraduate enrollment of over 10,000 students",https://esmis.moe.go.tz,"Verified education information: Tanzania has postgraduate enrollment of over 10,000 students",Ministry of Education Tanzania,education,verified,,,
Tanzania has over 500 special education schools,https://esmis.moe.go.tz,Verified education information: Tanzania has over 500 special education schools,Ministry of Education Tanzania,education,verified,,,
Tanzania provides inclusive education for children with disabilities,https://esmis.moe.go.tz,Verified education information: Tanzania provides inclusive education for children with disabilities,Ministry of Education Tanzania,education,verified,,,
Tanzania has sign language instruction in teacher training,https://esmis.moe.go.tz,Verified education information: Tanzania has sign language instruction in teacher training,Ministry of Education Tanzania,education,verified,,,
"Tanzania has over 2,000 adult education centers",https://esmis.moe.go.tz,"Verified education information: Tanzania has over 2,000 adult education centers",Ministry of Education Tanzania,education,verified,,,
"Tanzania's adult education program serves over 500,000 learners",https://esmis.moe.go.tz,"Verified education information: Tanzania's adult education program serves over 500,000 learners",Ministry of Education Tanzania,education,verified,,,
Tanzania offers functional adult literacy programs,https://esmis.moe.go.tz,Verified education information: Tanzania offers functional adult literacy programs,Ministry of Education Tanzania,education,verified,,,
Tanzania allocates 4% of GDP to education,https://esmis.moe.go.tz,Verified education information: Tanzania allocates 4% of GDP to education,Ministry of Education Tanzania,education,verified,,,
Tanzania provides free primary education,https://esmis.moe.go.tz,Verified education information: Tanzania provides free primary education,Ministry of Education Tanzania,education,verified,,,
Tanzania offers secondary education fee subsidies,https://esmis.moe.go.tz,Verified education information: Tanzania offers secondary education fee subsidies,Ministry of Education Tanzania,education,verified,,,
Tanzania is committed to Sustainable Development Goal 4,https://esmis.moe.go.tz,Verified education information: Tanzania is committed to Sustainable Development Goal 4,Ministry of Education Tanzania,education,verified,,,
